"X","T1_Spelling","T1_ID","T1_Seed","T2_Spelling","T2_ID","T2_Seed","Pred"
1157,"tennessee",3397,6,"kansas",3242,8,0.829199850559235
1158,"tennessee",3397,6,"alabama",3104,8,0.829199850559235
1159,"tennessee",3397,6,"north carolina",3314,8,0.829199850559235
1160,"tennessee",3397,6,"west virginia",3452,8,0.829199850559235
1161,"tennessee",3397,6,"michigan",3276,9,0.717206537723541
1162,"tennessee",3397,6,"florida state",3199,9,0.717206537723541
1163,"tennessee",3397,6,"michigan state",3277,9,0.717206537723541
1164,"tennessee",3397,6,"princeton",3343,9,0.717206537723541
1165,"tennessee",3397,6,"richmond",3350,10,0.800915718078613
1166,"tennessee",3397,6,"marquette",3266,10,0.800915718078613
1167,"tennessee",3397,6,"unlv",3424,10,0.800915718078613
1168,"tennessee",3397,6,"maryland",3268,10,0.800915718078613
1169,"tennessee",3397,6,"middle tennessee",3292,11,0.74879002571106
1170,"tennessee",3397,6,"texas a&m",3401,11,0.74879002571106
1171,"tennessee",3397,6,"green bay",3453,11,0.74879002571106
1172,"tennessee",3397,6,"auburn",3120,11,0.74879002571106
1173,"tennessee",3397,6,"arizona",3112,11,0.74879002571106
1174,"tennessee",3397,6,"florida gulf coast",3195,12,0.870427012443542
1175,"tennessee",3397,6,"south dakota state",3355,12,0.870427012443542
1176,"tennessee",3397,6,"columbia",3162,12,0.870427012443542
1177,"tennessee",3397,6,"vanderbilt",3435,12,0.870427012443542
1178,"tennessee",3397,6,"drake",3179,12,0.870427012443542
1179,"tennessee",3397,6,"portland",3339,13,0.853090286254883
1180,"tennessee",3397,6,"fairfield",3193,13,0.853090286254883
1181,"tennessee",3397,6,"marshall",3267,13,0.853090286254883
1182,"tennessee",3397,6,"uc irvine",3414,13,0.853090286254883
1183,"tennessee",3397,6,"chattanooga",3151,14,0.797921359539032
1184,"tennessee",3397,6,"jackson state",3238,14,0.797921359539032
1185,"tennessee",3397,6,"rice",3349,14,0.797921359539032
1186,"tennessee",3397,6,"eastern washington",3186,14,0.797921359539032
1187,"tennessee",3397,6,"maine",3263,15,0.902432858943939
1188,"tennessee",3397,6,"california baptist",3465,15,0.902432858943939
1189,"tennessee",3397,6,"kent state",3245,15,0.902432858943939
1190,"tennessee",3397,6,"norfolk state",3313,15,0.902432858943939
1191,"tennessee",3397,6,"sacred heart",3357,16,0.902432858943939
1192,"tennessee",3397,6,"holy cross",3221,16,0.902432858943939
1193,"tennessee",3397,6,"presbyterian",3342,16,0.902432858943939
1194,"tennessee",3397,6,"drexel",3180,16,0.902432858943939
1195,"tennessee",3397,6,"ut martin",3404,16,0.902432858943939
1196,"tennessee",3397,6,"a&m-corpus christi",3394,16,0.902432858943939
1197,"nebraska",3304,6,"syracuse",3393,6,0.565175354480743
1198,"nebraska",3304,6,"louisville",3257,6,0.565175354480743
1199,"nebraska",3304,6,"duke",3181,7,0.633468925952911
1200,"nebraska",3304,6,"ole miss",3279,7,0.633468925952911
1201,"nebraska",3304,6,"creighton",3166,7,0.633468925952911
1202,"nebraska",3304,6,"iowa state",3235,7,0.633468925952911
1203,"nebraska",3304,6,"kansas",3242,8,0.829199850559235
1204,"nebraska",3304,6,"alabama",3104,8,0.829199850559235
1205,"nebraska",3304,6,"north carolina",3314,8,0.829199850559235
1206,"nebraska",3304,6,"west virginia",3452,8,0.829199850559235
1207,"nebraska",3304,6,"michigan",3276,9,0.717206537723541
1208,"nebraska",3304,6,"florida state",3199,9,0.717206537723541
1209,"nebraska",3304,6,"michigan state",3277,9,0.717206537723541
1210,"nebraska",3304,6,"princeton",3343,9,0.717206537723541
1211,"nebraska",3304,6,"richmond",3350,10,0.800915718078613
1212,"nebraska",3304,6,"marquette",3266,10,0.800915718078613
1213,"nebraska",3304,6,"unlv",3424,10,0.800915718078613
1214,"nebraska",3304,6,"maryland",3268,10,0.800915718078613
1215,"nebraska",3304,6,"middle tennessee",3292,11,0.74879002571106
1216,"nebraska",3304,6,"texas a&m",3401,11,0.74879002571106
1217,"nebraska",3304,6,"green bay",3453,11,0.74879002571106
1218,"nebraska",3304,6,"auburn",3120,11,0.74879002571106
1219,"nebraska",3304,6,"arizona",3112,11,0.74879002571106
1220,"nebraska",3304,6,"florida gulf coast",3195,12,0.870427012443542
1221,"nebraska",3304,6,"south dakota state",3355,12,0.870427012443542
1222,"nebraska",3304,6,"columbia",3162,12,0.870427012443542
1223,"nebraska",3304,6,"vanderbilt",3435,12,0.870427012443542
1224,"nebraska",3304,6,"drake",3179,12,0.870427012443542
1225,"nebraska",3304,6,"portland",3339,13,0.853090286254883
1226,"nebraska",3304,6,"fairfield",3193,13,0.853090286254883
1227,"nebraska",3304,6,"marshall",3267,13,0.853090286254883
1228,"nebraska",3304,6,"uc irvine",3414,13,0.853090286254883
1229,"nebraska",3304,6,"chattanooga",3151,14,0.797921359539032
1230,"nebraska",3304,6,"jackson state",3238,14,0.797921359539032
1231,"nebraska",3304,6,"rice",3349,14,0.797921359539032
1232,"nebraska",3304,6,"eastern washington",3186,14,0.797921359539032
1233,"nebraska",3304,6,"maine",3263,15,0.902432858943939
1234,"nebraska",3304,6,"california baptist",3465,15,0.902432858943939
1235,"nebraska",3304,6,"kent state",3245,15,0.902432858943939
1236,"nebraska",3304,6,"norfolk state",3313,15,0.902432858943939
1237,"nebraska",3304,6,"sacred heart",3357,16,0.902432858943939
1238,"nebraska",3304,6,"holy cross",3221,16,0.902432858943939
1239,"nebraska",3304,6,"presbyterian",3342,16,0.902432858943939
1240,"nebraska",3304,6,"drexel",3180,16,0.902432858943939
1241,"nebraska",3304,6,"ut martin",3404,16,0.902432858943939
1242,"nebraska",3304,6,"a&m-corpus christi",3394,16,0.902432858943939
1243,"syracuse",3393,6,"louisville",3257,6,0.565175354480743
1244,"syracuse",3393,6,"duke",3181,7,0.633468925952911
1245,"syracuse",3393,6,"ole miss",3279,7,0.633468925952911
1246,"syracuse",3393,6,"creighton",3166,7,0.633468925952911
1247,"syracuse",3393,6,"iowa state",3235,7,0.633468925952911
1248,"syracuse",3393,6,"kansas",3242,8,0.829199850559235
1249,"syracuse",3393,6,"alabama",3104,8,0.829199850559235
1250,"syracuse",3393,6,"north carolina",3314,8,0.829199850559235
1251,"syracuse",3393,6,"west virginia",3452,8,0.829199850559235
1252,"syracuse",3393,6,"michigan",3276,9,0.717206537723541
1253,"syracuse",3393,6,"florida state",3199,9,0.717206537723541
1254,"syracuse",3393,6,"michigan state",3277,9,0.717206537723541
1255,"syracuse",3393,6,"princeton",3343,9,0.717206537723541
1256,"syracuse",3393,6,"richmond",3350,10,0.800915718078613
1257,"syracuse",3393,6,"marquette",3266,10,0.800915718078613
1258,"syracuse",3393,6,"unlv",3424,10,0.800915718078613
1259,"syracuse",3393,6,"maryland",3268,10,0.800915718078613
1260,"syracuse",3393,6,"middle tennessee",3292,11,0.74879002571106
1261,"syracuse",3393,6,"texas a&m",3401,11,0.74879002571106
1262,"syracuse",3393,6,"green bay",3453,11,0.74879002571106
1263,"syracuse",3393,6,"auburn",3120,11,0.74879002571106
1264,"syracuse",3393,6,"arizona",3112,11,0.74879002571106
1265,"syracuse",3393,6,"florida gulf coast",3195,12,0.870427012443542
1266,"syracuse",3393,6,"south dakota state",3355,12,0.870427012443542
1267,"syracuse",3393,6,"columbia",3162,12,0.870427012443542
1268,"syracuse",3393,6,"vanderbilt",3435,12,0.870427012443542
1269,"syracuse",3393,6,"drake",3179,12,0.870427012443542
1270,"syracuse",3393,6,"portland",3339,13,0.853090286254883
1271,"syracuse",3393,6,"fairfield",3193,13,0.853090286254883
1272,"syracuse",3393,6,"marshall",3267,13,0.853090286254883
1273,"syracuse",3393,6,"uc irvine",3414,13,0.853090286254883
1274,"syracuse",3393,6,"chattanooga",3151,14,0.797921359539032
1275,"syracuse",3393,6,"jackson state",3238,14,0.797921359539032
1276,"syracuse",3393,6,"rice",3349,14,0.797921359539032
1277,"syracuse",3393,6,"eastern washington",3186,14,0.797921359539032
1278,"syracuse",3393,6,"maine",3263,15,0.902432858943939
1279,"syracuse",3393,6,"california baptist",3465,15,0.902432858943939
1280,"syracuse",3393,6,"kent state",3245,15,0.902432858943939
1281,"syracuse",3393,6,"norfolk state",3313,15,0.902432858943939
1282,"syracuse",3393,6,"sacred heart",3357,16,0.902432858943939
1283,"syracuse",3393,6,"holy cross",3221,16,0.902432858943939
1284,"syracuse",3393,6,"presbyterian",3342,16,0.902432858943939
1285,"syracuse",3393,6,"drexel",3180,16,0.902432858943939
1286,"syracuse",3393,6,"ut martin",3404,16,0.902432858943939
1287,"syracuse",3393,6,"a&m-corpus christi",3394,16,0.902432858943939
1288,"louisville",3257,6,"duke",3181,7,0.633468925952911
1289,"louisville",3257,6,"ole miss",3279,7,0.633468925952911
1290,"louisville",3257,6,"creighton",3166,7,0.633468925952911
1291,"louisville",3257,6,"iowa state",3235,7,0.633468925952911
1292,"louisville",3257,6,"kansas",3242,8,0.829199850559235
1293,"louisville",3257,6,"alabama",3104,8,0.829199850559235
1294,"louisville",3257,6,"north carolina",3314,8,0.829199850559235
1295,"louisville",3257,6,"west virginia",3452,8,0.829199850559235
1296,"louisville",3257,6,"michigan",3276,9,0.717206537723541
1297,"louisville",3257,6,"florida state",3199,9,0.717206537723541
1298,"louisville",3257,6,"michigan state",3277,9,0.717206537723541
1299,"louisville",3257,6,"princeton",3343,9,0.717206537723541
1300,"louisville",3257,6,"richmond",3350,10,0.800915718078613
1301,"louisville",3257,6,"marquette",3266,10,0.800915718078613
1302,"louisville",3257,6,"unlv",3424,10,0.800915718078613
1303,"louisville",3257,6,"maryland",3268,10,0.800915718078613
1304,"louisville",3257,6,"middle tennessee",3292,11,0.74879002571106
1305,"louisville",3257,6,"texas a&m",3401,11,0.74879002571106
1306,"louisville",3257,6,"green bay",3453,11,0.74879002571106
1307,"louisville",3257,6,"auburn",3120,11,0.74879002571106
1308,"louisville",3257,6,"arizona",3112,11,0.74879002571106
1309,"louisville",3257,6,"florida gulf coast",3195,12,0.870427012443542
1310,"louisville",3257,6,"south dakota state",3355,12,0.870427012443542
1311,"louisville",3257,6,"columbia",3162,12,0.870427012443542
1312,"louisville",3257,6,"vanderbilt",3435,12,0.870427012443542
1313,"louisville",3257,6,"drake",3179,12,0.870427012443542
1314,"louisville",3257,6,"portland",3339,13,0.853090286254883
1315,"louisville",3257,6,"fairfield",3193,13,0.853090286254883
1316,"louisville",3257,6,"marshall",3267,13,0.853090286254883
1317,"louisville",3257,6,"uc irvine",3414,13,0.853090286254883
1318,"louisville",3257,6,"chattanooga",3151,14,0.797921359539032
1319,"louisville",3257,6,"jackson state",3238,14,0.797921359539032
1320,"louisville",3257,6,"rice",3349,14,0.797921359539032
1321,"louisville",3257,6,"eastern washington",3186,14,0.797921359539032
1322,"louisville",3257,6,"maine",3263,15,0.902432858943939
1323,"louisville",3257,6,"california baptist",3465,15,0.902432858943939
1324,"louisville",3257,6,"kent state",3245,15,0.902432858943939
1325,"louisville",3257,6,"norfolk state",3313,15,0.902432858943939
1326,"louisville",3257,6,"sacred heart",3357,16,0.902432858943939
1327,"louisville",3257,6,"holy cross",3221,16,0.902432858943939
1328,"louisville",3257,6,"presbyterian",3342,16,0.902432858943939
1329,"louisville",3257,6,"drexel",3180,16,0.902432858943939
1330,"louisville",3257,6,"ut martin",3404,16,0.902432858943939
1331,"louisville",3257,6,"a&m-corpus christi",3394,16,0.902432858943939
1332,"duke",3181,7,"ole miss",3279,7,0.565175354480743
1333,"duke",3181,7,"creighton",3166,7,0.565175354480743
1334,"duke",3181,7,"iowa state",3235,7,0.565175354480743
1335,"duke",3181,7,"kansas",3242,8,0.633468925952911
1336,"duke",3181,7,"alabama",3104,8,0.633468925952911
1337,"duke",3181,7,"north carolina",3314,8,0.633468925952911
1338,"duke",3181,7,"west virginia",3452,8,0.633468925952911
1339,"duke",3181,7,"michigan",3276,9,0.829199850559235
1340,"duke",3181,7,"florida state",3199,9,0.829199850559235
1341,"duke",3181,7,"michigan state",3277,9,0.829199850559235
1342,"duke",3181,7,"princeton",3343,9,0.829199850559235
1343,"duke",3181,7,"richmond",3350,10,0.717206537723541
1344,"duke",3181,7,"marquette",3266,10,0.717206537723541
1345,"duke",3181,7,"unlv",3424,10,0.717206537723541
1346,"duke",3181,7,"maryland",3268,10,0.717206537723541
1347,"duke",3181,7,"middle tennessee",3292,11,0.800915718078613
1348,"duke",3181,7,"texas a&m",3401,11,0.800915718078613
1349,"duke",3181,7,"green bay",3453,11,0.800915718078613
1350,"duke",3181,7,"auburn",3120,11,0.800915718078613
1351,"duke",3181,7,"arizona",3112,11,0.800915718078613
1352,"duke",3181,7,"florida gulf coast",3195,12,0.74879002571106
1353,"duke",3181,7,"south dakota state",3355,12,0.74879002571106
1354,"duke",3181,7,"columbia",3162,12,0.74879002571106
1355,"duke",3181,7,"vanderbilt",3435,12,0.74879002571106
1356,"duke",3181,7,"drake",3179,12,0.74879002571106
1357,"duke",3181,7,"portland",3339,13,0.870427012443542
1358,"duke",3181,7,"fairfield",3193,13,0.870427012443542
1359,"duke",3181,7,"marshall",3267,13,0.870427012443542
1360,"duke",3181,7,"uc irvine",3414,13,0.870427012443542
1361,"duke",3181,7,"chattanooga",3151,14,0.853090286254883
1362,"duke",3181,7,"jackson state",3238,14,0.853090286254883
1363,"duke",3181,7,"rice",3349,14,0.853090286254883
1364,"duke",3181,7,"eastern washington",3186,14,0.853090286254883
1365,"duke",3181,7,"maine",3263,15,0.797921359539032
1366,"duke",3181,7,"california baptist",3465,15,0.797921359539032
1367,"duke",3181,7,"kent state",3245,15,0.797921359539032
1368,"duke",3181,7,"norfolk state",3313,15,0.797921359539032
1369,"duke",3181,7,"sacred heart",3357,16,0.902432858943939
1370,"duke",3181,7,"holy cross",3221,16,0.902432858943939
1371,"duke",3181,7,"presbyterian",3342,16,0.902432858943939
1372,"duke",3181,7,"drexel",3180,16,0.902432858943939
1373,"duke",3181,7,"ut martin",3404,16,0.902432858943939
1374,"duke",3181,7,"a&m-corpus christi",3394,16,0.902432858943939
1375,"ole miss",3279,7,"creighton",3166,7,0.565175354480743
1376,"ole miss",3279,7,"iowa state",3235,7,0.565175354480743
1377,"ole miss",3279,7,"kansas",3242,8,0.633468925952911
1378,"ole miss",3279,7,"alabama",3104,8,0.633468925952911
1379,"ole miss",3279,7,"north carolina",3314,8,0.633468925952911
1380,"ole miss",3279,7,"west virginia",3452,8,0.633468925952911
1381,"ole miss",3279,7,"michigan",3276,9,0.829199850559235
1382,"ole miss",3279,7,"florida state",3199,9,0.829199850559235
1383,"ole miss",3279,7,"michigan state",3277,9,0.829199850559235
1384,"ole miss",3279,7,"princeton",3343,9,0.829199850559235
1385,"ole miss",3279,7,"richmond",3350,10,0.717206537723541
1386,"ole miss",3279,7,"marquette",3266,10,0.717206537723541
1387,"ole miss",3279,7,"unlv",3424,10,0.717206537723541
1388,"ole miss",3279,7,"maryland",3268,10,0.717206537723541
1389,"ole miss",3279,7,"middle tennessee",3292,11,0.800915718078613
1390,"ole miss",3279,7,"texas a&m",3401,11,0.800915718078613
1391,"ole miss",3279,7,"green bay",3453,11,0.800915718078613
1392,"ole miss",3279,7,"auburn",3120,11,0.800915718078613
1393,"ole miss",3279,7,"arizona",3112,11,0.800915718078613
1394,"ole miss",3279,7,"florida gulf coast",3195,12,0.74879002571106
1395,"ole miss",3279,7,"south dakota state",3355,12,0.74879002571106
1396,"ole miss",3279,7,"columbia",3162,12,0.74879002571106
1397,"ole miss",3279,7,"vanderbilt",3435,12,0.74879002571106
1398,"ole miss",3279,7,"drake",3179,12,0.74879002571106
1399,"ole miss",3279,7,"portland",3339,13,0.870427012443542
1400,"ole miss",3279,7,"fairfield",3193,13,0.870427012443542
1401,"ole miss",3279,7,"marshall",3267,13,0.870427012443542
1402,"ole miss",3279,7,"uc irvine",3414,13,0.870427012443542
1403,"ole miss",3279,7,"chattanooga",3151,14,0.853090286254883
1404,"ole miss",3279,7,"jackson state",3238,14,0.853090286254883
1405,"ole miss",3279,7,"rice",3349,14,0.853090286254883
1406,"ole miss",3279,7,"eastern washington",3186,14,0.853090286254883
1407,"ole miss",3279,7,"maine",3263,15,0.797921359539032
1408,"ole miss",3279,7,"california baptist",3465,15,0.797921359539032
1409,"ole miss",3279,7,"kent state",3245,15,0.797921359539032
1410,"ole miss",3279,7,"norfolk state",3313,15,0.797921359539032
1411,"ole miss",3279,7,"sacred heart",3357,16,0.902432858943939
1412,"ole miss",3279,7,"holy cross",3221,16,0.902432858943939
1413,"ole miss",3279,7,"presbyterian",3342,16,0.902432858943939
1414,"ole miss",3279,7,"drexel",3180,16,0.902432858943939
1415,"ole miss",3279,7,"ut martin",3404,16,0.902432858943939
1416,"ole miss",3279,7,"a&m-corpus christi",3394,16,0.902432858943939
1417,"creighton",3166,7,"iowa state",3235,7,0.565175354480743
1418,"creighton",3166,7,"kansas",3242,8,0.633468925952911
1419,"creighton",3166,7,"alabama",3104,8,0.633468925952911
1420,"creighton",3166,7,"north carolina",3314,8,0.633468925952911
1421,"creighton",3166,7,"west virginia",3452,8,0.633468925952911
1422,"creighton",3166,7,"michigan",3276,9,0.829199850559235
1423,"creighton",3166,7,"florida state",3199,9,0.829199850559235
1424,"creighton",3166,7,"michigan state",3277,9,0.829199850559235
1425,"creighton",3166,7,"princeton",3343,9,0.829199850559235
1426,"creighton",3166,7,"richmond",3350,10,0.717206537723541
1427,"creighton",3166,7,"marquette",3266,10,0.717206537723541
1428,"creighton",3166,7,"unlv",3424,10,0.717206537723541
1429,"creighton",3166,7,"maryland",3268,10,0.717206537723541
1430,"creighton",3166,7,"middle tennessee",3292,11,0.800915718078613
1431,"creighton",3166,7,"texas a&m",3401,11,0.800915718078613
1432,"creighton",3166,7,"green bay",3453,11,0.800915718078613
1433,"creighton",3166,7,"auburn",3120,11,0.800915718078613
1434,"creighton",3166,7,"arizona",3112,11,0.800915718078613
1435,"creighton",3166,7,"florida gulf coast",3195,12,0.74879002571106
1436,"creighton",3166,7,"south dakota state",3355,12,0.74879002571106
1437,"creighton",3166,7,"columbia",3162,12,0.74879002571106
1438,"creighton",3166,7,"vanderbilt",3435,12,0.74879002571106
1439,"creighton",3166,7,"drake",3179,12,0.74879002571106
1440,"creighton",3166,7,"portland",3339,13,0.870427012443542
1441,"creighton",3166,7,"fairfield",3193,13,0.870427012443542
1442,"creighton",3166,7,"marshall",3267,13,0.870427012443542
1443,"creighton",3166,7,"uc irvine",3414,13,0.870427012443542
1444,"creighton",3166,7,"chattanooga",3151,14,0.853090286254883
1445,"creighton",3166,7,"jackson state",3238,14,0.853090286254883
1446,"creighton",3166,7,"rice",3349,14,0.853090286254883
1447,"creighton",3166,7,"eastern washington",3186,14,0.853090286254883
1448,"creighton",3166,7,"maine",3263,15,0.797921359539032
1449,"creighton",3166,7,"california baptist",3465,15,0.797921359539032
1450,"creighton",3166,7,"kent state",3245,15,0.797921359539032
1451,"creighton",3166,7,"norfolk state",3313,15,0.797921359539032
1452,"creighton",3166,7,"sacred heart",3357,16,0.902432858943939
1453,"creighton",3166,7,"holy cross",3221,16,0.902432858943939
1454,"creighton",3166,7,"presbyterian",3342,16,0.902432858943939
1455,"creighton",3166,7,"drexel",3180,16,0.902432858943939
1456,"creighton",3166,7,"ut martin",3404,16,0.902432858943939
1457,"creighton",3166,7,"a&m-corpus christi",3394,16,0.902432858943939
1458,"iowa state",3235,7,"kansas",3242,8,0.633468925952911
1459,"iowa state",3235,7,"alabama",3104,8,0.633468925952911
1460,"iowa state",3235,7,"north carolina",3314,8,0.633468925952911
1461,"iowa state",3235,7,"west virginia",3452,8,0.633468925952911
1462,"iowa state",3235,7,"michigan",3276,9,0.829199850559235
1463,"iowa state",3235,7,"florida state",3199,9,0.829199850559235
1464,"iowa state",3235,7,"michigan state",3277,9,0.829199850559235
1465,"iowa state",3235,7,"princeton",3343,9,0.829199850559235
1466,"iowa state",3235,7,"richmond",3350,10,0.717206537723541
1467,"iowa state",3235,7,"marquette",3266,10,0.717206537723541
1468,"iowa state",3235,7,"unlv",3424,10,0.717206537723541
1469,"iowa state",3235,7,"maryland",3268,10,0.717206537723541
1470,"iowa state",3235,7,"middle tennessee",3292,11,0.800915718078613
1471,"iowa state",3235,7,"texas a&m",3401,11,0.800915718078613
1472,"iowa state",3235,7,"green bay",3453,11,0.800915718078613
1473,"iowa state",3235,7,"auburn",3120,11,0.800915718078613
1474,"iowa state",3235,7,"arizona",3112,11,0.800915718078613
1475,"iowa state",3235,7,"florida gulf coast",3195,12,0.74879002571106
1476,"iowa state",3235,7,"south dakota state",3355,12,0.74879002571106
1477,"iowa state",3235,7,"columbia",3162,12,0.74879002571106
1478,"iowa state",3235,7,"vanderbilt",3435,12,0.74879002571106
1479,"iowa state",3235,7,"drake",3179,12,0.74879002571106
1480,"iowa state",3235,7,"portland",3339,13,0.870427012443542
1481,"iowa state",3235,7,"fairfield",3193,13,0.870427012443542
1482,"iowa state",3235,7,"marshall",3267,13,0.870427012443542
1483,"iowa state",3235,7,"uc irvine",3414,13,0.870427012443542
1484,"iowa state",3235,7,"chattanooga",3151,14,0.853090286254883
1485,"iowa state",3235,7,"jackson state",3238,14,0.853090286254883
1486,"iowa state",3235,7,"rice",3349,14,0.853090286254883
1487,"iowa state",3235,7,"eastern washington",3186,14,0.853090286254883
1488,"iowa state",3235,7,"maine",3263,15,0.797921359539032
1489,"iowa state",3235,7,"california baptist",3465,15,0.797921359539032
1490,"iowa state",3235,7,"kent state",3245,15,0.797921359539032
1491,"iowa state",3235,7,"norfolk state",3313,15,0.797921359539032
1492,"iowa state",3235,7,"sacred heart",3357,16,0.902432858943939
1493,"iowa state",3235,7,"holy cross",3221,16,0.902432858943939
1494,"iowa state",3235,7,"presbyterian",3342,16,0.902432858943939
1495,"iowa state",3235,7,"drexel",3180,16,0.902432858943939
1496,"iowa state",3235,7,"ut martin",3404,16,0.902432858943939
1497,"iowa state",3235,7,"a&m-corpus christi",3394,16,0.902432858943939
1498,"kansas",3242,8,"alabama",3104,8,0.565175354480743
1499,"kansas",3242,8,"north carolina",3314,8,0.565175354480743
1500,"kansas",3242,8,"west virginia",3452,8,0.565175354480743
1501,"kansas",3242,8,"michigan",3276,9,0.633468925952911
1502,"kansas",3242,8,"florida state",3199,9,0.633468925952911
1503,"kansas",3242,8,"michigan state",3277,9,0.633468925952911
1504,"kansas",3242,8,"princeton",3343,9,0.633468925952911
1505,"kansas",3242,8,"richmond",3350,10,0.829199850559235
1506,"kansas",3242,8,"marquette",3266,10,0.829199850559235
1507,"kansas",3242,8,"unlv",3424,10,0.829199850559235
1508,"kansas",3242,8,"maryland",3268,10,0.829199850559235
1509,"kansas",3242,8,"middle tennessee",3292,11,0.717206537723541
1510,"kansas",3242,8,"texas a&m",3401,11,0.717206537723541
1511,"kansas",3242,8,"green bay",3453,11,0.717206537723541
1512,"kansas",3242,8,"auburn",3120,11,0.717206537723541
1513,"kansas",3242,8,"arizona",3112,11,0.717206537723541
1514,"kansas",3242,8,"florida gulf coast",3195,12,0.800915718078613
1515,"kansas",3242,8,"south dakota state",3355,12,0.800915718078613
1516,"kansas",3242,8,"columbia",3162,12,0.800915718078613
1517,"kansas",3242,8,"vanderbilt",3435,12,0.800915718078613
1518,"kansas",3242,8,"drake",3179,12,0.800915718078613
1519,"kansas",3242,8,"portland",3339,13,0.74879002571106
1520,"kansas",3242,8,"fairfield",3193,13,0.74879002571106
1521,"kansas",3242,8,"marshall",3267,13,0.74879002571106
1522,"kansas",3242,8,"uc irvine",3414,13,0.74879002571106
1523,"kansas",3242,8,"chattanooga",3151,14,0.870427012443542
1524,"kansas",3242,8,"jackson state",3238,14,0.870427012443542
1525,"kansas",3242,8,"rice",3349,14,0.870427012443542
1526,"kansas",3242,8,"eastern washington",3186,14,0.870427012443542
1527,"kansas",3242,8,"maine",3263,15,0.853090286254883
1528,"kansas",3242,8,"california baptist",3465,15,0.853090286254883
1529,"kansas",3242,8,"kent state",3245,15,0.853090286254883
1530,"kansas",3242,8,"norfolk state",3313,15,0.853090286254883
1531,"kansas",3242,8,"sacred heart",3357,16,0.797921359539032
1532,"kansas",3242,8,"holy cross",3221,16,0.797921359539032
1533,"kansas",3242,8,"presbyterian",3342,16,0.797921359539032
1534,"kansas",3242,8,"drexel",3180,16,0.797921359539032
1535,"kansas",3242,8,"ut martin",3404,16,0.797921359539032
1536,"kansas",3242,8,"a&m-corpus christi",3394,16,0.797921359539032
1537,"alabama",3104,8,"north carolina",3314,8,0.565175354480743
1538,"alabama",3104,8,"west virginia",3452,8,0.565175354480743
1539,"alabama",3104,8,"michigan",3276,9,0.633468925952911
1540,"alabama",3104,8,"florida state",3199,9,0.633468925952911
1541,"alabama",3104,8,"michigan state",3277,9,0.633468925952911
1542,"alabama",3104,8,"princeton",3343,9,0.633468925952911
1543,"alabama",3104,8,"richmond",3350,10,0.829199850559235
1544,"alabama",3104,8,"marquette",3266,10,0.829199850559235
1545,"alabama",3104,8,"unlv",3424,10,0.829199850559235
1546,"alabama",3104,8,"maryland",3268,10,0.829199850559235
1547,"alabama",3104,8,"middle tennessee",3292,11,0.717206537723541
1548,"alabama",3104,8,"texas a&m",3401,11,0.717206537723541
1549,"alabama",3104,8,"green bay",3453,11,0.717206537723541
1550,"alabama",3104,8,"auburn",3120,11,0.717206537723541
1551,"alabama",3104,8,"arizona",3112,11,0.717206537723541
1552,"alabama",3104,8,"florida gulf coast",3195,12,0.800915718078613
1553,"alabama",3104,8,"south dakota state",3355,12,0.800915718078613
1554,"alabama",3104,8,"columbia",3162,12,0.800915718078613
1555,"alabama",3104,8,"vanderbilt",3435,12,0.800915718078613
1556,"alabama",3104,8,"drake",3179,12,0.800915718078613
1557,"alabama",3104,8,"portland",3339,13,0.74879002571106
1558,"alabama",3104,8,"fairfield",3193,13,0.74879002571106
1559,"alabama",3104,8,"marshall",3267,13,0.74879002571106
1560,"alabama",3104,8,"uc irvine",3414,13,0.74879002571106
1561,"alabama",3104,8,"chattanooga",3151,14,0.870427012443542
1562,"alabama",3104,8,"jackson state",3238,14,0.870427012443542
1563,"alabama",3104,8,"rice",3349,14,0.870427012443542
1564,"alabama",3104,8,"eastern washington",3186,14,0.870427012443542
1565,"alabama",3104,8,"maine",3263,15,0.853090286254883
1566,"alabama",3104,8,"california baptist",3465,15,0.853090286254883
1567,"alabama",3104,8,"kent state",3245,15,0.853090286254883
1568,"alabama",3104,8,"norfolk state",3313,15,0.853090286254883
1569,"alabama",3104,8,"sacred heart",3357,16,0.797921359539032
1570,"alabama",3104,8,"holy cross",3221,16,0.797921359539032
1571,"alabama",3104,8,"presbyterian",3342,16,0.797921359539032
1572,"alabama",3104,8,"drexel",3180,16,0.797921359539032
1573,"alabama",3104,8,"ut martin",3404,16,0.797921359539032
1574,"alabama",3104,8,"a&m-corpus christi",3394,16,0.797921359539032
1575,"north carolina",3314,8,"west virginia",3452,8,0.565175354480743
1576,"north carolina",3314,8,"michigan",3276,9,0.633468925952911
1577,"north carolina",3314,8,"florida state",3199,9,0.633468925952911
1578,"north carolina",3314,8,"michigan state",3277,9,0.633468925952911
1579,"north carolina",3314,8,"princeton",3343,9,0.633468925952911
1580,"north carolina",3314,8,"richmond",3350,10,0.829199850559235
1581,"north carolina",3314,8,"marquette",3266,10,0.829199850559235
1582,"north carolina",3314,8,"unlv",3424,10,0.829199850559235
1583,"north carolina",3314,8,"maryland",3268,10,0.829199850559235
1584,"north carolina",3314,8,"middle tennessee",3292,11,0.717206537723541
1585,"north carolina",3314,8,"texas a&m",3401,11,0.717206537723541
1586,"north carolina",3314,8,"green bay",3453,11,0.717206537723541
1587,"north carolina",3314,8,"auburn",3120,11,0.717206537723541
